5.01753	-3.62458	3.41786	1.13225	-5.85449	-1.82473	-2.42387	-5.50902	-8.33599	-3.49599	0.607332	1.84642	4.89164	2.48145	
19.0223	-3.01557	3.18368	2.21095	-2.0106	-1.72024	0.22677	-4.7141	0.323025	2.21287	-4.60753	-3.04215	3.17333	7.21736	
23.342	-2.11146	3.53864	5.76437	9.61904	-3.03855	-3.55847	-0.0045836	-2.4136	-2.6806	2.70569	1.49952	1.9271	-3.15656	
26.0435	-2.47279	4.01972	3.9481	-0.138955	-2.04781	-1.19377	-2.21358	1.02868	4.18546	0.0357123	-1.81784	0.577553	1.99406	
27.7334	-1.14804	0.489714	4.53441	1.08323	-4.80087	3.82092	-3.48601	0.138507	-2.45945	-0.780704	-0.430178	-0.301032	5.26466	
28.1979	-1.21966	4.03369	5.02437	0.279109	-4.25033	-2.17207	-8.106	-6.71972	5.98369	4.86085	-2.71822	4.68605	7.11724	
29.844	-1.51876	2.84573	6.41217	3.25677	-3.60225	-4.36926	-4.05332	1.47465	0.535399	0.60758	-0.336946	2.11202	1.89264	
31.7532	-3.99647	0.367264	6.61436	2.30904	-7.35481	-4.01819	-0.999234	-1.43165	-2.48838	0.995655	2.5004	0.326792	-0.0708349	
32.9473	-3.78285	2.00665	2.61804	0.656956	-5.37758	-3.10029	-3.24049	-3.07141	-0.181855	6.38118	6.71313	6.22442	3.53535	
34.1813	-1.78881	3.70841	5.92541	2.82924	-3.86601	-3.77361	-0.51415	1.97767	5.72973	-0.145708	-4.14339	2.52393	6.41056	
35.0039	-2.49144	3.89256	5.07076	-0.0699894	-11.0463	-4.47872	4.27501	3.75299	6.65346	3.45592	-3.1618	7.47317	4.59987	
35.4823	-2.46855	2.94417	7.66227	5.90621	-2.2502	-1.34633	-1.33822	-4.96066	0.767857	6.49705	2.38126	7.38483	0.389114	
35.4938	-2.98044	2.24133	5.46262	2.87358	-9.89769	-5.98498	-2.77639	-7.51731	-0.231006	-0.713108	4.7003	7.04964	-0.417632	
36.4573	-0.871036	2.04997	5.70877	3.60577	-3.17625	6.95268	1.11961	3.46273	3.68961	-1.37556	0.0328663	5.40973	1.13775	
36.7375	-0.368097	3.98038	4.9944	0.616592	3.59838	-0.651043	-3.61292	-0.305696	1.82143	-3.4516	-1.76125	-0.145695	-0.32484	
36.932	-2.88873	2.2532	4.41993	4.18063	4.71366	-8.07144	-3.34467	5.0853	2.57338	-0.789589	2.80854	0.798433	0.990283	
37.6214	-1.80156	2.6281	1.35312	5.78767	2.97005	-4.18762	-0.823133	-3.32609	-0.964523	-0.54963	-2.94144	-1.4709	2.46278	
38.0733	-1.99523	0.995228	4.91315	1.30368	-5.37149	-2.44118	-3.51873	-4.88317	5.00939	0.00875249	-4.74954	4.07328	3.79226	
38.6096	-3.01287	1.16489	5.80586	3.52843	-3.9986	-3.22188	-3.67252	1.91905	1.3554	0.861897	-4.59539	-0.132192	3.06635	
38.5681	-2.03706	5.49639	6.84841	4.46168	0.436269	-1.1681	-0.139742	-2.48217	1.5335	-0.989288	-1.54801	-1.40769	-1.12777	
38.0631	-1.36855	2.60902	-1.15627	-0.52613	-3.51186	-2.06136	-1.32814	5.98815	1.23018	-0.814274	-1.52284	1.53029	3.12889	
39.869	-2.85524	1.86862	1.87704	-3.58376	-6.78904	-5.68964	-6.87501	-6.42682	-5.41964	-3.91814	-2.27036	0.352198	3.78713	
39.2246	-2.26732	1.80975	7.47254	2.98655	-2.79	0.105154	1.75038	1.10227	-9.96633	-1.5229	-5.71101	1.3006	-0.501238	
39.4425	-1.96024	1.24781	8.44692	1.40903	-4.71239	-2.15479	6.00359	2.18109	0.46174	-1.71787	-8.78456	-3.95432	3.66395	
