4.74682	-5.55316	-3.59367	-0.299681	-3.74316	-6.1382	-7.27744	-5.56746	6.52483	2.30477	-2.06922	-0.552829	2.93734	0.00113718	
19.8814	-5.1852	1.37154	5.5908	2.61233	0.303583	-2.4818	0.49007	10.8687	6.25715	-1.09885	-3.22724	-0.0200445	0.806657	
23.0742	-5.17068	1.38574	6.24223	5.07548	1.27668	4.60904	7.06039	4.4146	-3.47255	-6.06096	-0.778924	2.45511	-2.34921	
27.134	-3.12283	2.47375	8.61195	2.62567	-3.46288	3.63818	3.8543	2.12037	-1.13344	-4.84796	3.02676	1.1479	1.5484	
29.3967	-3.29456	-1.43129	9.83662	1.35066	-0.280817	0.41162	5.23471	-6.97921	-0.270322	2.12626	-1.21479	1.49462	4.06577	
30.0891	-4.16388	-1.75102	6.43719	0.549315	-0.363146	-2.36531	-1.88185	-3.14386	-6.01961	-2.02878	0.418728	-1.64056	8.85818	
32.5038	-3.04873	-0.287435	4.88204	7.50807	0.519257	3.20694	-0.0951315	-0.477651	-1.38332	-2.8561	-0.988514	-9.07183	2.2563	
33.321	-3.51103	0.525522	5.33638	5.44397	-2.7576	-8.2017	-3.57002	-1.54542	-2.06469	-1.57124	-0.0719305	2.13404	4.01615	
33.6521	-4.49473	-1.47865	8.55849	6.6099	-3.00182	-7.60149	-4.65934	1.79345	4.14191	-3.87925	0.000284472	0.975608	1.0058	
36.09	-5.56774	-3.22196	8.11869	3.7961	-1.81655	-7.38039	2.86483	8.35555	2.91807	-4.6286	-3.37785	1.0248	0.710029	
38.6465	-6.24438	-4.38391	5.86927	5.59647	-0.523094	-1.16285	4.76682	2.68247	-3.53137	-2.26685	-6.16894	5.555	4.30641	
37.0948	-6.25413	-0.764775	16.8403	4.82964	-0.938893	-0.518324	-0.253723	-1.69133	-0.78062	4.0679	-0.265835	-1.30177	0.75622	
38.6144	-6.10035	-5.11273	10.2848	2.26198	-5.13623	-4.26617	-3.28485	0.380376	-1.03296	3.42473	0.706051	6.0683	7.40066	
