9.39098	-4.86271	1.37466	2.28981	-4.43533	1.26039	-2.04381	-2.34907	8.20202	0.498616	1.6341	2.32185	-2.0738	-0.396739	
23.7054	-4.00307	-1.82949	6.08729	-1.68903	-6.98077	-2.9261	-1.24257	12.86	0.103206	2.36926	2.62196	-0.736141	3.96449	
28.9117	-3.06289	0.226603	6.2201	-0.249254	0.914066	1.42001	2.60426	3.74186	0.418605	1.95751	-4.71334	-3.21148	-3.03625	
31.8672	-5.8571	0.39548	4.82221	1.33795	0.190438	-5.3405	0.227289	3.61687	4.39865	7.14287	4.0148	0.0152751	2.08853	
34.9229	-2.39959	-1.62988	7.57033	-2.9386	1.92452	-1.01828	-3.15862	-1.53035	-4.43111	0.965727	2.63955	-0.957661	2.11077	
36.4768	-3.02341	0.110169	5.75024	2.63216	-0.951963	-3.58756	-1.76001	0.121305	-3.19502	4.75981	4.62375	2.28452	1.13361	
37.6114	-4.17348	-2.21866	2.5231	1.00662	-3.40762	-6.76617	-4.79796	-5.60526	-4.11144	6.1649	3.83225	0.298019	-0.510298	
39.0934	-2.66549	-1.18119	5.60286	-2.50474	-1.11515	-2.33876	-2.6259	-0.889768	1.65451	11.0667	3.72899	4.48303	0.959475	
39.2951	-2.6964	-1.19494	3.94108	-3.59955	-2.93838	-2.18282	-3.78664	0.591619	-4.1362	-0.0884828	2.18177	-2.70717	-1.89186	
40.865	-1.82255	-1.31849	6.6485	2.60955	0.439806	-2.56208	-3.70518	3.18544	-4.04173	-2.56471	4.75417	-1.9798	-4.62843	
41.2856	-4.55062	-2.34742	4.68219	4.88224	1.39355	-3.28433	-6.00338	-5.46792	-4.56053	1.47103	5.87933	-2.80491	1.27952	
41.439	-2.72356	-2.521	4.95121	3.3434	5.92368	-2.27761	-5.62268	-6.60878	-7.96486	0.335216	-2.55779	-8.53649	-5.00506	
41.3536	-2.07954	-3.48796	-0.486935	-2.56763	2.6664	-2.59733	-6.84937	-1.43977	-2.62362	-9.69434	-2.66465	2.39395	-1.72937	
42.6677	-2.77402	-3.40533	3.51151	-1.36277	7.40854	3.38076	-5.35453	-2.01279	3.95401	1.6478	0.0511185	-0.546416	-2.97441	
43.3719	-2.56763	-0.938788	5.30869	-2.0816	5.3417	-3.57636	-4.25981	0.199726	-6.30276	-6.07738	-1.90338	0.446115	-0.764511	
44.3194	-3.62552	1.3881	6.03736	2.46376	0.157703	-8.2422	-3.47108	-2.42433	-0.76711	0.0101849	-4.11661	-1.9582	-1.44356	
43.376	-4.29708	-0.864944	5.01943	3.4995	-1.51005	-3.2614	0.738813	2.85046	0.419913	-3.78681	-7.8683	-3.22756	1.3491	
44.3032	-2.92922	-1.45279	4.34792	6.32149	1.06935	-3.61114	-3.58839	4.32961	-3.15674	-1.84373	-2.59981	1.72455	1.93528	
45.4963	-3.30838	-1.92118	2.39221	0.388782	0.0807443	-5.81814	-7.63481	-4.26164	-0.983884	2.9228	-1.23911	-2.90335	-5.44373	
46.2547	-2.78158	0.435929	2.09046	-0.698045	2.35003	-2.5627	-8.78672	-1.77594	4.21882	3.11482	0.808458	-0.952198	-4.1861	
45.8763	-4.70811	-1.33705	2.77319	-3.66653	8.38135	4.57799	-2.35776	-3.46058	1.49215	8.53947	6.69658	0.185454	-2.25132	
46.7921	-3.05439	-1.93922	2.36783	-0.408791	12.7357	3.71367	-5.28389	0.36742	-0.22751	0.434009	-1.92273	-1.31818	-2.59104	
